,Ctyname,Stname,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,GEO_ID,STATE,COUNTY,NAME,LSAD,CENSUSAREA,geometry,long_lat,NEWNAME,deer_density,deer_row,deer_dist
1251,Genesee County,Michigan,26,49,1,0,2,0,0,0,1,1,2,2,0,1,1,0,0,2,1,1,0500000US26049,26.0,49.0,Genesee,County,636.977,"POLYGON ((-83.927555 42.88075, -83.929079 43.132782, -83.93207099999999 43.220377, -83.814494 43.22121, -83.696516 43.221396, -83.695621 43.221422, -83.46073299999999 43.223131, -83.45336399999999 42.880432, -83.68938399999999 42.871263, -83.686493 42.783263, -83.922516 42.780821, -83.927555 42.88075))","(-83.70658301200262, 43.02220602324023)",Genesee County,10,1763,0
1252,Gladwin County,Michigan,26,51,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0500000US26051,26.0,51.0,Gladwin,County,501.779,"POLYGON ((-84.608104 44.16048199999999, -84.368039 44.160538, -84.166107 44.161788, -84.166377 43.996901, -84.16731799999999 43.825902, -84.60603499999999 43.815218, -84.608001 44.15859, -84.608104 44.16048199999999))","(-84.38780977735016, 43.990876354022696)",Gladwin County,35,1633,0
1253,Gogebic County,Michigan,26,53,0,0,0,0,0,0,1,6,1,2,3,2,3,5,1,6,6,2,0500000US26053,26.0,53.0,Gogebic,County,1101.849,"POLYGON ((-88.99088488102001 46.0973297012824, -89.058745 46.124952, -89.125136 46.144531, -89.16175699999999 46.151816, -89.166887 46.152868, -89.194508 46.157942, -89.20128299999999 46.159426, -89.203289 46.16002, -89.205657 46.160408, -89.21815599999999 46.162988, -89.21996399999999 46.163319, -89.276489 46.17404699999999, -89.276883 46.174116, -89.90819599999999 46.296037, -89.90991 46.296402, -89.92909291339859 46.3000868348932, -90.12048899999999 46.336852, -90.11969099999999 46.359755, -90.11975699999999 46.359748, -90.13466299999999 46.374947, -90.13465599999999 46.374979, -90.16690899999999 46.439311, -90.16691899999999 46.439851, -90.17786 46.440548, -90.204572 46.478998, -90.28454499999999 46.518714, -90.307716 46.518392, -90.313839 46.516199, -90.31389399999999 46.516199, -90.357676 46.540271, -90.374461 46.539212, -90.400041 46.544384, -90.400429 46.544384, -90.414464 46.55732, -90.41459599999999 46.55732, -90.41813599999999 46.566094, -90.417942529079 46.5661898378735, -90.39847761922439 46.5758319874998, -90.39735010823141 46.5763905120334, -90.3973102127479 46.5764102746845, -90.3967719600295 46.5766769038796, -90.3949360809975 46.5775863260374, -90.3717170400511 46.5890881243327, -90.35534103235669 46.5972001534995, -90.35328382147689 46.5982192147365, -90.34840699999999 46.600635, -90.34780105285159 46.600842289268, -90.327626 46.607744, -90.32760428372079 46.60773883053979, -90.30660899999999 46.60274099999999, -90.29546018355859 46.6069978698866, -90.2845502474014 46.611163529886, -90.2841886827218 46.61130158344579, -90.28315019427201 46.6116981017877, -90.27972340823439 46.6130065260826, -90.27828667178129 46.6135551045056, -90.265294 46.618516, -90.2652906353721 46.6185167254276, -90.25166893013579 46.6214536211674, -90.250176 46.6217755030522, -90.23760899999999 46.624485, -90.16402599999999 46.645515, -90.100695 46.65513199999999, -90.04541999999999 46.66827199999999, -90.028392 46.67439, -89.99603399999999 46.693225, -89.985817 46.70319, -89.97380299999999 46.710322, -89.95710099999999 46.716929, -89.918466 46.740324, -89.9075163411856 46.749870092959, -89.89235499999999 46.763088, -89.88868718061879 46.7658259189455, -89.887721 46.765825, -89.864481 46.592765, -89.74025999999999 46.592147, -89.74145999999999 46.505247, -89.365347 46.505645, -89.365408 46.332963, -88.990588 46.333251, -88.99088488102001 46.0973297012824))","(-89.69501693301619, 46.40728735262169)",Gogebic County,1,1381,0
1254,Grand Traverse County,Michigan,26,55,0,0,0,0,0,0,0,0,2,2,0,2,3,0,0,1,2,2,0500000US26055,26.0,55.0,Grand Traverse,County,464.331,"POLYGON ((-85.64021603944539 44.7750505574153, -85.63609699999999 44.771329, -85.627982 44.767508, -85.62454115204709 44.7670384480418, -85.62360740344049 44.7669110249493, -85.62055140695539 44.7664939913711, -85.6196480173069 44.76637071118429, -85.610776 44.76515999999999, -85.60770132220769 44.7653625764275, -85.60558560602269 44.7655019712699, -85.59987362608371 44.7658783074481, -85.599256 44.765919, -85.5991032850544 44.76599593502269, -85.5938334075118 44.7686508038498, -85.593571 44.768783, -85.5934744674351 44.7693478237582, -85.5934486816348 44.7694986996069, -85.59185239784171 44.7788387499061, -85.5911445121924 44.7829806747941, -85.5911240710968 44.7831002781259, -85.59098499999999 44.783914, -85.581717 44.807784, -85.58139217655069 44.8082939109806, -85.545891 44.864024, -85.53904205639209 44.8688679365054, -85.53293099999999 44.87319, -85.53072901856629 44.8891818660391, -85.53071084859302 44.8893138252707, -85.530649 44.88976299999999, -85.55334843913759 44.890915845531, -85.55350899999999 44.890924, -85.559524 44.888113, -85.564509 44.895246, -85.5629357810097 44.8966116423655, -85.5625029515175 44.89698736265309, -85.55725692275449 44.9015412100027, -85.5566474165233 44.9020702956141, -85.55647103825011 44.9022234018528, -85.5515665914367 44.9064807369021, -85.539703 44.916779, -85.5389454885787 44.9178854593655, -85.5382884973167 44.91884509391929, -85.533553 44.925762, -85.530476933793 44.9337321640521, -85.52923299770801 44.9369552333885, -85.52020499999999 44.960347, -85.5204431975106 44.9611489525688, -85.52069829010979 44.9620077867548, -85.52210000000001 44.966727, -85.5218955432416 44.9674463592338, -85.5207893736923 44.971338298466, -85.520034 44.973996, -85.518875026578 44.97466509021859, -85.49260000000001 44.98983399999999, -85.4923857072387 44.989849016261, -85.47520399999999 44.991053, -85.47267627240059 44.9855583108193, -85.471707752109 44.9834529740066, -85.470462 44.980745, -85.4702149890295 44.97986389870759, -85.46829306713281 44.9730083009015, -85.4680201645337 44.9720348427903, -85.46684768609801 44.9678525497402, -85.464944 44.961062, -85.46665 44.958844, -85.4706882756782 44.95923789029889, -85.4712608818968 44.95929374186829, -85.47164628872069 44.959331334153, -85.472258 44.959391, -85.47427414844459 44.9585288804492, -85.48573999999999 44.953626, -85.4890494658748 44.9380865479903, -85.48989465499319 44.934117999517, -85.4907132766093 44.9302741975868, -85.4912151574037 44.9279176383068, -85.49123937554769 44.9278039230729, -85.491286 44.927585, -85.49139273257958 44.9258683252463, -85.49140348800859 44.9256953361413, -85.49141369969459 44.9255310925367, -85.49147095132719 44.9246102637455, -85.49149614689119 44.9242050211398, -85.49239680625161 44.90971891772219, -85.49248999999999 44.90822, -85.48947740309109 44.90314471710609, -85.48892655387419 44.9022167085832, -85.488624 44.90170699999999, -85.489704132874 44.8975333564447, -85.4899212867949 44.8966942716579, -85.498007 44.865451, -85.500871692036 44.8588303021664, -85.50218199999999 44.855802, -85.50238564355539 44.8555510453156, -85.50822722990189 44.8483523227472, -85.508617 44.847872, -85.51175148878201 44.8471143265498, -85.5135751247908 44.8466735144484, -85.51699671793739 44.8458464416895, -85.51884496719251 44.8453996800364, -85.51909599999999 44.845339, -85.52718115842001 44.8410017868722, -85.5334338018867 44.8376476105013, -85.5385223330766 44.8349179120672, -85.539924 44.834166, -85.5427059137152 44.8313945380583, -85.5460209278591 44.8280919785699, -85.547119075403 44.8269979568152, -85.55179704996179 44.82233755761469, -85.55285026753869 44.8212882970231, -85.55384444883401 44.8202978509112, -85.555894 44.818256, -85.55795214390301 44.8143722440161, -85.560231 44.810072, -85.56023223328749 44.8099741383976, -85.56025258808209 44.8083589814827, -85.56034819607689 44.80077246849739, -85.5603522108121 44.8004538984766, -85.5604000837189 44.7966551740099, -85.56040897085009 44.7959499784226, -85.5604238110862 44.7947724027978, -85.56048786751569 44.78968951265689, -85.56048799999999 44.789679, -85.56878123709041 44.77447748300209, -85.5710181804259 44.7703771622508, -85.5751702772645 44.7627663620312, -85.5762394439583 44.7608065777525, -85.576566 44.760208, -85.57591644144769 44.7596016219782, -85.57130099999999 44.75529299999999, -85.55477427935119 44.748916947362, -85.554326 44.74874399999999, -85.5540827320672 44.7487148369656, -85.538285 44.746821, -85.527216 44.748235, -85.52329626799551 44.75170164235519, -85.50943157856069 44.7639636846533, -85.504775 44.768082, -85.50477155017279 44.7681019966766, -85.5046996984541 44.7685184800322, -85.503935 44.772951, -85.50407882644249 44.7739006500707, -85.5047870746849 44.7785770362883, -85.50524399999999 44.781594, -85.50711298421749 44.7842713070648, -85.50925099999999 44.787334, -85.5084618380851 44.7886822741454, -85.50747254650719 44.790372467541, -85.499591 44.803838, -85.4963136866089 44.805307933544, -85.4846683512618 44.8105310742737, -85.48197246954111 44.8117402253371, -85.4774232954821 44.8137806110887, -85.4757478272126 44.8145320885085, -85.47511426794379 44.8148162511473, -85.474796 44.81495899999999, -85.47462223012602 44.8151068506638, -85.4629433737922 44.8250437092347, -85.46291599999999 44.825067, -85.46290592364069 44.82511022517539, -85.4626222692835 44.8263270346397, -85.46044499999999 44.835667, -85.4574751688163 44.8396088569901, -85.45747190395269 44.8396131904436, -85.45732826320189 44.83980384481509, -85.45600650118911 44.8415582195614, -85.45533611345141 44.8424480252192, -85.452683485397 44.8459688584894, -85.44225025921131 44.85981687981659, -85.332836 44.812372, -85.334 44.512303, -85.817802 44.512969, -85.81511999999999 44.774525, -85.64021603944539 44.7750505574153))","(-85.56134538417759, 44.66788952560338)",Grand Traverse County,1,1532,0
1255,Gratiot County,Michigan,26,57,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0500000US26057,26.0,57.0,Gratiot,County,568.464,"POLYGON ((-84.60754 43.466006, -84.36987599999999 43.466044, -84.367891 43.128452, -84.367893 43.124671, -84.367863 43.124456, -84.367795 43.117938, -84.836889 43.118851, -84.845962 43.466158, -84.60754 43.466006))","(-84.60505410374182, 43.292655337098914)",Gratiot County,50,1753,0
1256,Hillsdale County,Michigan,26,59,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,1,0,0500000US26059,26.0,59.0,Hillsdale,County,598.133,"POLYGON ((-84.396547 41.705935, -84.39943 41.705761, -84.3995461455491 41.7057584207914, -84.43806699999999 41.704903, -84.80608199999999 41.696089, -84.80601799999999 41.707485, -84.80604199999999 41.720544, -84.80606499999999 41.732909, -84.806074 41.737603, -84.806134 41.743115, -84.818873 41.760059, -84.82512990965739 41.7599907212136, -84.82649099999999 42.072468, -84.70955599999999 42.070366, -84.363297 42.073456, -84.3604187889479 41.7069254297483, -84.396547 41.705935))","(-84.59326348938015, 41.887439490541595)",Hillsdale County,35,1867,0
1257,Houghton County,Michigan,26,61,0,0,0,0,0,0,0,0,1,1,1,2,2,1,4,5,5,8,0500000US26061,26.0,61.0,Houghton,County,1009.099,"POLYGON ((-88.4508233189607 46.9390376826177, -88.4512 46.938976, -88.55218499999999 46.938533, -88.55194299999999 46.851795, -88.678983 46.851822, -88.67939199999999 46.420139, -88.991236 46.419704, -88.98952899999999 46.680119, -88.864474 46.67924499999999, -88.863906 46.765013, -88.93248 46.764787, -88.9333293525611 47.0322004757907, -88.925586273403 47.0409232704829, -88.924492 47.042156, -88.9234576399527 47.0438717345635, -88.9149763358286 47.05794001443169, -88.91418899999999 47.05924599999999, -88.9082882765058 47.0743960498757, -88.90393279707689 47.0855787007227, -88.903706 47.086161, -88.8998573640263 47.0899694744559, -88.89070751592502 47.0990238415115, -88.8904224160033 47.0993059663414, -88.89012184388869 47.09960340190769, -88.88914 47.100575, -88.8854180228961 47.1020837189824, -88.88536093781229 47.1021068586598, -88.8720871111328 47.1074874598085, -88.855372 47.114263, -88.8551264155715 47.11429037058249, -88.8546556083692 47.1143428424247, -88.848176 47.115065, -88.8260279964657 47.1325578176196, -88.82561901642728 47.1328808360447, -88.8254752260282 47.1329944038082, -88.8166839366597 47.1399378929279, -88.81655272543141 47.140041525478, -88.81540287768259 47.1409496920733, -88.8153550435153 47.14098747219929, -88.81483399999999 47.141399, -88.81374771535039 47.1418125705037, -88.7987791756689 47.14751139585059, -88.789813 47.150925, -88.78461247707699 47.1507221130061, -88.78382116283601 47.1506912416169, -88.77918821336409 47.1505104972562, -88.77802199999999 47.150465, -88.76435099999999 47.155762, -88.75049596269621 47.1677819833194, -88.74672364418781 47.1710546706859, -88.74665018441651 47.1711184009528, -88.729688 47.185834, -88.7285411237703 47.18655956306569, -88.72832738302019 47.1866947846265, -88.7121376403051 47.1969371098682, -88.702086364674 47.2032959776971, -88.7020285077019 47.20333258049779, -88.7000469091353 47.2045862246955, -88.69965999999999 47.204831, -88.69891908643309 47.2052197588295, -88.6982818364925 47.2055541251472, -88.67662402284449 47.2169180232601, -88.67491714316739 47.2178136264385, -88.67377088584202 47.2184150699484, -88.6731716973255 47.21872946536079, -88.67239499999999 47.219137, -88.66661441810349 47.22147540326529, -88.6574963769487 47.2251638999585, -88.65635899999999 47.225624, -88.6480006837396 47.2262286175394, -88.6420474568384 47.2266592575497, -88.640323 47.22678399999999, -88.63391498523539 47.2289149021864, -88.6251187352244 47.2318399810243, -88.62357899999999 47.232352, -88.62330181149839 47.23248389084129, -88.618612511753 47.2347151366726, -88.6098665020225 47.2388766317382, -88.60983 47.23889399999999, -88.6080870874482 47.23913650252089, -88.59862150646569 47.24045350907309, -88.5851959677791 47.24232148975479, -88.584912 47.242361, -88.58465248503869 47.2424472593018, -88.57399699999999 47.24598899999999, -88.57332597064919 47.2464244629195, -88.5733010911534 47.2464406084098, -88.5717203122547 47.2474664511593, -88.52676418751329 47.276640622608, -88.518091312111 47.28226886470849, -88.51527585564911 47.2840959485596, -88.51478573766809 47.28441400947101, -88.51242122067809 47.2859484572122, -88.298992 47.286097, -88.298436 47.199782, -88.2275522695528 47.199937822012, -88.22898699999999 47.199042, -88.2291323802138 47.1988616586494, -88.2350412727578 47.1915317914404, -88.236892 47.189236, -88.2370242571964 47.1888618057538, -88.2402946265392 47.17960897548, -88.24200599999999 47.174767, -88.24210936515379 47.17218429361149, -88.2421424255011 47.1713582398871, -88.24215726264779 47.17098751540119, -88.2425608971284 47.160902207989, -88.24266 47.158426, -88.24206185406769 47.1570592646707, -88.2394868754475 47.1511755596041, -88.23947 47.151137, -88.23840839871109 47.1504225720682, -88.23696140281319 47.1494487843595, -88.236721 47.149287, -88.2365656458952 47.1492971592246, -88.234294596401 47.1494456722094, -88.231797 47.149609, -88.232164 47.145975, -88.23989499999999 47.139436, -88.24762799999999 47.135981, -88.249571 47.136231, -88.2498381623811 47.1371064299441, -88.25064544414779 47.13975170743009, -88.25078499999999 47.140209, -88.25081378186519 47.14023085714459, -88.2538338867858 47.1425243454099, -88.2542054375252 47.1428065035744, -88.25426707470099 47.1428533112659, -88.255303 47.14364, -88.2556758741744 47.1437145845591, -88.2625370400353 47.1450869966637, -88.26297199999999 47.145174, -88.26329212628549 47.145115142066, -88.27201699999999 47.143511, -88.281651697595 47.1382389778443, -88.281701 47.138212, -88.28174295139689 47.1381632805893, -88.28899380594669 47.1297426465345, -88.28904 47.129689, -88.2890575438318 47.1295814001566, -88.28954299999999 47.126604, -88.28864986788639 47.125947363718, -88.28848101058749 47.12582321878219, -88.28787 47.125374, -88.2877923182285 47.12482186872889, -88.28726034493879 47.1210408132379, -88.287173 47.12042, -88.2873127006042 47.1197211399925, -88.28782188977519 47.1171738929728, -88.28790076922169 47.1167792941748, -88.28798141577211 47.116375855341, -88.28830878476479 47.11473817382979, -88.288347 47.11454699999999, -88.28868994015589 47.1139540439771, -88.2889300578249 47.1135388717798, -88.28900475964438 47.1134097096124, -88.28953449518809 47.112493777559, -88.2905978826055 47.1106551419749, -88.29070759622419 47.1104654431313, -88.291216666148 47.10958524268749, -88.29168821492679 47.10876991767029, -88.2940824523825 47.1046301938865, -88.29664546453729 47.1001986524997, -88.29754739484379 47.0986391821423, -88.297625 47.098505, -88.2977717012806 47.0984427227528, -88.31303261946769 47.0919641973453, -88.3150505106927 47.0911075673961, -88.33307584693169 47.08345549840701, -88.33740562434619 47.0816174325288, -88.340052 47.08049399999999, -88.3446582358382 47.0797176447934, -88.34650085001489 47.0794070825121, -88.34670899999999 47.079372, -88.34719748142689 47.0789208739212, -88.349952 47.076377, -88.353191 47.069063, -88.35395199999999 47.05804699999999, -88.3540109683686 47.05783539810039, -88.3568844120195 47.04752434236519, -88.357556488588 47.04511266501989, -88.3576606391364 47.04473893153489, -88.3582014250796 47.042798377037, -88.35855033227389 47.04154635961, -88.35887288910509 47.0403888977388, -88.359054 47.039739, -88.3591385516541 47.0395364904023, -88.36762399999999 47.019213, -88.3680621881382 47.0187327341929, -88.36835805596711 47.0184084552148, -88.373966 47.012262, -88.3742382343324 47.0120809782016, -88.3792682893816 47.0087362508751, -88.38444180020601 47.0052961328527, -88.38533828238189 47.0047000184162, -88.3855070771175 47.0045877786177, -88.385606 47.00452199999999, -88.3861530362921 47.0039090309513, -88.386538376768 47.003477246464, -88.38761155065501 47.0022747259255, -88.3885635410703 47.001207994764, -88.38969822479359 46.9999365507805, -88.40449799999999 46.983353, -88.40535239789409 46.9826628747866, -88.4062286251407 46.9819551172889, -88.4101573283113 46.9787817748302, -88.4108904837273 46.9781895811446, -88.41114499999999 46.977984, -88.4161595621128 46.9771063444684, -88.41636390884301 46.9770705794237, -88.443901 46.972251, -88.44856999999999 46.946769, -88.4508233189607 46.9390376826177))","(-88.6874288023429, 46.898024738611085)",Houghton County,1,1374,0
1258,Huron County,Michigan,26,63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0500000US26063,26.0,63.0,Huron,County,835.706,"POLYGON ((-82.6062330164376 43.69043734890919, -83.11784399999999 43.675493, -83.46659199999999 43.667621, -83.4674285555311 43.7289196757668, -83.46508 43.733843, -83.459628 43.740931, -83.44017099999999 43.761694, -83.438878 43.767135, -83.441591 43.77017499999999, -83.44675199999999 43.77186, -83.438311 43.786846, -83.426068 43.799915, -83.41637799999999 43.801034, -83.41145299999999 43.80503299999999, -83.410663 43.80773, -83.41245627999139 43.8175690821198, -83.41085305094511 43.8255852211378, -83.4076465928524 43.8319981311094, -83.390344 43.839132, -83.389017 43.840457, -83.38942399999999 43.844229, -83.358869 43.857395, -83.33226999999999 43.880522, -83.331788 43.893901, -83.33353199999999 43.89852, -83.340976 43.90454099999999, -83.34800653570881 43.90638788802279, -83.34864782484181 43.9099149844683, -83.34736524657569 43.9121595026476, -83.33806652307801 43.9156866115205, -83.31865599999999 43.91762, -83.30569 43.922489, -83.28231 43.938031, -83.26898 43.956132, -83.26185 43.969021, -83.26152999999999 43.973525, -83.227093 43.981003, -83.19568799999999 43.983137, -83.180618 43.982109, -83.14540699999999 43.989441, -83.13488099999999 43.993147, -83.12065899999999 44.00095, -83.10781999999999 44.003245, -83.079297 44.001079, -83.06602599999999 44.003366, -83.058741 44.006224, -83.046577 44.01571, -83.02986799999999 44.041175, -83.024604 44.045174, -82.99928299999999 44.04651, -82.99072799999999 44.048846, -82.967439 44.066138, -82.958688 44.065774, -82.95665799999999 44.063306, -82.947368 44.062187, -82.928884 44.069389, -82.915976 44.070503, -82.889831 44.050952, -82.875889 44.045046, -82.83310299999999 44.036851, -82.793205 44.023247, -82.788298 44.013712, -82.783198 44.009366, -82.765018 44.006845, -82.74625499999999 43.996037, -82.738992 43.989506, -82.728528 43.972615, -82.71223499999999 43.94961, -82.709839 43.948226, -82.693505 43.91798, -82.678642 43.88373, -82.65545 43.867883, -82.64316599999999 43.85246799999999, -82.642899 43.846419, -82.64746699999999 43.84449, -82.647784 43.842684, -82.644345 43.837539, -82.633641 43.831224, -82.61795499999999 43.768596, -82.619079 43.756088, -82.61721299999999 43.746788, -82.612224 43.739771, -82.6062330164376 43.69043734890919))","(-83.01846715049487, 43.8332994892434)",Huron County,10,1656,0
1259,Ingham County,Michigan,26,65,0,1,0,0,0,2,2,0,2,2,0,1,3,5,1,1,5,13,0500000US26065,26.0,65.0,Ingham,County,556.12,"POLYGON ((-84.15818899999999 42.776639, -84.151966 42.710731, -84.14071299999999 42.424611, -84.600403 42.42198399999999, -84.602761 42.76988, -84.36366 42.769971, -84.363659 42.775778, -84.15818899999999 42.776639))","(-84.37399184535212, 42.59724359697669)",Ingham County,10,1788,0
1260,Ionia County,Michigan,26,67,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,0,5,0500000US26067,26.0,67.0,Ionia,County,571.304,"POLYGON ((-85.312513 43.118793, -84.836889 43.118851, -84.837085 42.77047899999999, -85.07424499999999 42.770784, -85.30962599999999 42.769878, -85.312513 43.118793))","(-85.07409113267161, 42.944840300557225)",Ionia County,50,1771,0
1261,Iosco County,Michigan,26,69,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0500000US26069,26.0,69.0,Iosco,County,549.096,"POLYGON ((-83.31821573403759 44.51173424190809, -83.31761 44.486058, -83.326824 44.444411, -83.32717099999999 44.429234, -83.32461599999999 44.415039, -83.32155299999999 44.409119, -83.321648 44.404502, -83.33375699999999 44.37248599999999, -83.33524799999999 44.357995, -83.332533 44.340464, -83.33698799999999 44.332919, -83.343738 44.329763, -83.352115 44.332366, -83.364312 44.33259, -83.37360699999999 44.327784, -83.401822 44.301831, -83.41430099999999 44.294543, -83.419236 44.2878, -83.42576199999999 44.272487, -83.42968898553229 44.2697084461011, -83.44273133674329 44.2653609956974, -83.44580499999999 44.273378, -83.4477416446002 44.2739912034051, -83.46095795074069 44.2781759071587, -83.463049 44.278838, -83.47953099999999 44.28009, -83.50039199999999 44.27661, -83.50883899999999 44.273711, -83.524817 44.261558, -83.53770999999999 44.248171, -83.54909599999999 44.227282, -83.55287199999999 44.210718, -83.55383399999999 44.197956, -83.5652245417928 44.163516602719, -83.883977 44.161786, -83.886634 44.508973, -83.31821573403759 44.51173424190809))","(-83.63669002785251, 44.355785425065584)",Iosco County,35,1563,0
1262,Iron County,Michigan,26,71,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,3,1,0500000US26071,26.0,71.0,Iron,County,1166.149,"POLYGON ((-88.93255813620981 46.07360100924519, -88.94327899999999 46.077943, -88.94869799999999 46.080205, -88.99080699999999 46.09729799999999, -88.99088488102001 46.0973297012824, -88.990588 46.333251, -88.991236 46.419704, -88.67939199999999 46.420139, -88.11657099999999 46.419951, -88.117407 46.246618, -88.116845 45.921627, -88.1185155756549 45.9185624721485, -88.13937199999999 45.929932, -88.17553199999999 45.944897, -88.202247 45.94958399999999, -88.211158 45.944531, -88.239672 45.948982, -88.244452 45.95214199999999, -88.25013299999999 45.963147, -88.295559 45.951459, -88.376447 45.989458, -88.42343699999999 45.98193, -88.48960799999999 45.991381, -88.497417 45.995149, -88.50013299999999 46.000457, -88.507188 46.0183, -88.532414 46.021212, -88.613063 45.990627, -88.616405 45.9877, -88.6375 45.98496, -88.666056 45.988191, -88.67093899999999 45.99995699999999, -88.670115 45.99995699999999, -88.674606 46.01056699999999, -88.679132 46.013538, -88.6831984316748 46.0145633848724, -88.73067499999999 46.026535, -88.739994 46.027308, -88.769712 46.018968, -88.815629 46.02232, -88.84058399999999 46.031112, -88.84846399999999 46.038858, -88.85026999999999 46.040274, -88.93255813620981 46.07360100924519))","(-88.5303678461231, 46.20809292793585)",Iron County,35,1401,0
1263,Isabella County,Michigan,26,73,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0500000US26073,26.0,73.0,Isabella,County,572.677,"POLYGON ((-85.08499599999999 43.46619, -85.08881099999999 43.813676, -84.60603499999999 43.815218, -84.60754 43.466006, -84.845962 43.466158, -85.08499599999999 43.46619))","(-84.84664923425133, 43.640609758280554)",Isabella County,50,1700,0
1264,Jackson County,Michigan,26,75,0,0,0,0,0,2,2,0,0,1,1,0,0,0,2,0,2,2,0500000US26075,26.0,75.0,Jackson,County,701.666,"POLYGON ((-84.131963 42.071577, -84.363297 42.073456, -84.70955599999999 42.070366, -84.718493 42.42152, -84.600403 42.42198399999999, -84.14071299999999 42.424611, -84.131136 42.424567, -84.131963 42.071577))","(-84.42258681119976, 42.24807034924045)",Jackson County,50,1827,0
1265,Kalamazoo County,Michigan,26,77,2,0,0,0,1,2,2,1,1,1,4,0,2,4,2,7,15,21,0500000US26077,26.0,77.0,Kalamazoo,County,561.658,"POLYGON ((-85.298879 42.419849, -85.29948 42.416794, -85.29699599999999 42.246071, -85.29362599999999 42.071553, -85.76294299999999 42.069327, -85.764352 42.420669, -85.54319099999999 42.421433, -85.298879 42.419849))","(-85.5305564425084, 42.24535597313893)",Kalamazoo County,10,1830,0
1266,Kalkaska County,Michigan,26,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0500000US26079,26.0,79.0,Kalkaska,County,559.865,"POLYGON ((-84.85092899999999 44.511069, -85.334 44.512303, -85.332836 44.812372, -85.29171599999999 44.859608, -84.847309 44.858037, -84.85092899999999 44.511069))","(-85.08995514474887, 44.684507074266804)",Kalkaska County,10,1536,0
1267,Kent County,Michigan,26,81,1,2,1,0,4,6,3,3,4,4,4,6,3,4,9,14,8,21,0500000US26081,26.0,81.0,Kent,County,846.948,"POLYGON ((-85.790448 43.293003, -85.571636 43.294252, -85.56253799999999 43.29427099999999, -85.312376 43.294205, -85.312513 43.118793, -85.30962599999999 42.769878, -85.545564 42.768139, -85.712659 42.768237, -85.78249799999999 42.7682, -85.785276 42.986911, -85.78850299999999 43.030877, -85.790662 43.205167, -85.790448 43.293003))","(-85.5493820244519, 43.031910793456014)",Kent County,35,1755,0
